id,customer_id,region,device,amount_cents,event_ts
1,1670,NA,android,8708,1700000218
2,4819,NA,ios,7263,1700003071
3,1623,APAC,web,11347,1700000277
4,1586,APAC,android,2430,1700002520
5,1008,APAC,web,4321,1700001808
6,1205,APAC,android,2878,1700000626
7,1662,APAC,ios,5608,1700001336
8,1356,NA,android,15932,1700003082
9,1341,NA,ios,7528,1700001807
10,1250,APAC,web,9005,1700000201
11,3875,NA,web,3081,1700003381
12,2284,APAC,android,1378,1700001999
13,1153,NA,ios,9058,1700002000
14,1174,APAC,web,13960,1700001177
15,1588,EU,web,5101,1700001495
16,1065,APAC,android,8257,1700001750
17,1358,NA,web,9138,1700002677
18,1152,EU,android,4971,1700002096
19,1758,NA,ios,3076,1700003165
20,1568,APAC,android,6493,1700003215
21,2121,NA,ios,8353,1700001146
22,1358,EU,web,3295,1700003095
23,1629,LATAM,ios,7759,1700002075
24,1967,EU,ios,9203,1700001684
25,1010,NA,web,2944,1700002049
26,1325,NA,ios,3055,1700002197
27,4314,NA,web,3840,1700002444
28,1068,EU,android,7651,1700000786
29,3031,APAC,ios,12879,1700001469
30,1875,NA,ios,3724,1700003280
31,1523,EU,web,23158,1700003237
32,1971,MEA,android,32247,1700002624
33,2965,NA,web,6873,1700000711
34,2071,EU,web,14839,1700003612
35,2463,EU,web,2840,1700001781
36,1276,NA,android,4317,1700002490
37,4543,APAC,web,5819,1700003355
38,1046,NA,web,2938,1700002503
39,3563,APAC,ios,16048,1700002829
40,1968,NA,web,3203,1700001626
41,1203,NA,ios,12968,1700000978
42,1326,APAC,android,8261,1700002558
43,1476,EU,web,4466,1700002628
44,1068,APAC,web,1139,1700002214
45,1051,MEA,android,3927,1700002994
46,1665,APAC,ios,9242,1700002948
47,1330,LATAM,web,39439,1700002318
48,1035,EU,ios,5893,1700002417
49,2525,APAC,android,4165,1700004230
50,3629,LATAM,web,6817,1700001472
51,1076,EU,ios,2338,1700002716
52,13064,APAC,web,5857,1700001731
53,1568,NA,ios,2366,1700002948
54,1030,NA,web,2703,1700002011
55,1198,EU,ios,1676,1700003732
56,1876,EU,android,6634,1700002593
57,1349,NA,android,5009,1700002757
58,1025,APAC,web,4582,1700003086
59,1785,EU,web,13802,1700001494
60,3509,APAC,android,2611,1700003023
61,5735,NA,android,5284,1700002943
62,1622,APAC,web,3762,1700004186
63,1118,NA,web,1626,1700002789
64,1986,NA,ios,12732,1700001742
65,1134,APAC,web,2929,1700004134
66,1722,NA,android,3868,1700004306
67,1342,MEA,android,6643,1700004182
68,1370,NA,android,6207,1700002132
69,13568,LATAM,web,6444,1700000967
70,1704,APAC,android,4178,1700001179
71,42324,APAC,ios,14259,1700002891
72,5993,EU,web,4638,1700002998
73,1220,NA,android,2933,1700003383
74,1009,NA,ios,1536,1700004198
75,4710,EU,android,3394,1700000975
76,5489,EU,web,16656,1700004398
77,2306,NA,web,13386,1700001056
78,2335,NA,android,947,1700002808
79,2495,NA,android,16490,1700001413
80,4069,APAC,ios,6783,1700003477
81,1735,EU,web,9651,1700004194
82,1494,NA,web,2298,1700001559
83,3716,APAC,android,2570,1700004250
84,1008,NA,android,5380,1700002563
85,1542,NA,android,5822,1700002920
86,1278,EU,ios,3340,1700001985
87,1248,MEA,ios,4067,1700003871
