id,customer_id,region,device,amount_cents,event_ts
1,1326,EU,ios,5693,1700003189
2,1139,NA,android,2501,1700003289
3,3663,EU,web,14477,1700000058
4,1734,NA,android,5128,1700002260
5,1195,NA,web,1261,1700003253
6,22023,NA,android,7685,1700002249
7,1168,NA,android,22671,1700001972
8,1123,NA,ios,11657,1700002424
9,1021,EU,web,7380,1700002488
10,2331,NA,android,13767,1700000295
11,1021,APAC,android,9503,1700001052
12,1148,APAC,web,12673,1700002186
13,1152,EU,web,1491,1700000215
14,1347,NA,android,7333,1700000297
15,1008,EU,android,19387,1700002497
16,1332,EU,web,3733,1700000633
17,1025,EU,ios,6157,1700002647
18,1063,NA,android,7447,1700001040
19,1251,MEA,web,6424,1700000248
20,10246,APAC,web,9279,1700003639
21,4429,APAC,web,15487,1700001151
22,2247,NA,web,6709,1700001858
23,2201,MEA,android,2045,1700000472
24,2103,EU,web,14490,1700003059
25,10084,NA,android,3534,1700000453
26,3144,APAC,android,1762,1700002311
27,2049,LATAM,android,8892,1700000590
28,4300,NA,android,8692,1700001924
29,2023,APAC,ios,13934,1700000738
30,1220,APAC,android,1338,1700003786
31,1630,NA,web,3696,1700001364
32,1375,NA,web,7533,1700003375
33,1154,APAC,android,1697,1700001532
34,1151,APAC,android,1343,1700003176
35,6481,APAC,ios,2718,1700002274
36,9595,EU,web,5193,1700001708
37,1824,APAC,android,11125,1700000998
38,2786,APAC,android,3584,1700000780
39,1285,APAC,android,7541,1700001757
40,1895,EU,android,2196,1700002787
41,1907,NA,ios,3999,1700000862
42,2817,LATAM,ios,7840,1700002144
43,2210,EU,ios,6683,1700004091
44,12469,EU,ios,4436,1700000843
45,1604,LATAM,web,12960,1700002302
46,1260,NA,web,6512,1700003389
47,3585,NA,web,3404,1700001432
48,1322,NA,android,2091,1700002665
49,1113,NA,android,19004,1700003695
50,2151,EU,android,7369,1700003387
51,1216,LATAM,android,10191,1700003852
52,1117,NA,ios,7375,1700001293
53,2063,APAC,ios,5307,1700001088
54,1916,NA,web,2522,1700001960
55,2248,EU,android,2672,1700003394
56,1327,EU,web,16004,1700003868
57,2884,EU,ios,4136,1700000764
58,1492,NA,web,28575,1700001208
59,1287,EU,android,5894,1700002569
60,2607,NA,ios,21632,1700001559
61,4690,EU,android,3902,1700001097
62,26656,NA,web,3583,1700002445
63,1477,MEA,android,2096,1700001059
64,2806,EU,ios,10502,1700003300
65,4932,NA,ios,7233,1700003066
66,1161,NA,web,722,1700001878
