id,customer_id,region,device,amount_cents,event_ts
1,1361,MEA,ios,5260,1700000946
2,1621,NA,android,3185,1700001948
3,1507,APAC,ios,1628,1700000786
4,1254,EU,android,11976,1700002396
5,1333,NA,android,15322,1700001646
6,2708,EU,web,7822,1700002409
7,1679,NA,web,6141,1700000227
8,1087,EU,android,6503,1700001472
9,2248,NA,web,4367,1700001695
10,1485,NA,ios,8471,1700002907
11,1535,NA,ios,2131,1700002836
12,2738,NA,android,12103,1700003523
13,1046,MEA,ios,16683,1700000559
14,1098,LATAM,ios,2354,1700002821
15,4510,APAC,android,6856,1700002438
16,4776,NA,ios,4129,1700003513
17,2001,NA,web,6459,1700003136
18,2449,NA,web,16879,1700002036
19,1508,NA,web,1912,1700002972
20,1146,EU,web,3339,1700003526
21,1289,LATAM,web,1634,1700003229
22,1067,NA,web,11727,1700001650
23,1892,NA,ios,2899,1700001877
24,1443,EU,android,1715,1700002389
25,2292,APAC,web,6480,1700002862
26,1434,NA,web,4858,1700003035
27,3144,EU,android,6203,1700000848
28,3375,LATAM,ios,3217,1700002052
29,2178,MEA,android,22929,1700003576
30,1191,EU,web,9312,1700003466
31,1979,EU,android,3317,1700003308
32,1092,NA,android,2050,1700000530
33,1241,MEA,android,10816,1700003869
34,1900,EU,android,4966,1700003035
35,1499,EU,android,13840,1700001779
36,1655,APAC,android,14802,1700002064
37,1928,APAC,android,3302,1700003244
38,1119,MEA,android,21827,1700003659
39,1057,NA,ios,15640,1700002408
40,1154,APAC,ios,8904,1700001309
41,10078,EU,ios,7239,1700001824
42,2218,NA,ios,2529,1700002145
43,10640,NA,android,7848,1700004119
44,2323,EU,web,14282,1700003260
45,1603,EU,web,15430,1700001572
46,1040,LATAM,web,43216,1700000610
47,1180,APAC,android,12538,1700003570
48,2067,EU,web,19643,1700001893
49,2164,APAC,ios,6586,1700001966
50,2723,EU,web,12353,1700001301
51,2411,EU,android,7176,1700002539
52,2315,NA,android,12736,1700002923
53,1305,EU,web,14611,1700002855
54,1684,EU,web,7964,1700001674
55,1482,LATAM,ios,5793,1700003796
56,1110,NA,web,2797,1700001299
57,1884,LATAM,ios,15557,1700004117
58,1451,APAC,ios,31379,1700002185
59,1091,NA,web,14574,1700003698
60,1201,LATAM,web,8550,1700002716
61,1861,EU,android,16470,1700002336
62,1211,APAC,ios,3544,1700001681
63,3314,APAC,android,6730,1700004350
64,1188,NA,android,4615,1700002041
65,3210,MEA,ios,9297,1700004079
66,1209,EU,ios,444,1700002562
67,9796,EU,android,3579,1700001268
68,4740,APAC,web,5270,1700001666
69,1173,EU,web,7871,1700003359
70,1266,EU,ios,4059,1700004001
71,1028,NA,ios,22775,1700001955
72,2055,EU,android,7474,1700001486
73,1688,APAC,web,12115,1700002746
74,1016,NA,web,1533,1700001666
75,2771,LATAM,web,2245,1700001812
76,1603,NA,web,1462,1700002344
77,1261,NA,ios,1379,1700003220
78,1352,EU,ios,11154,1700002182
79,1633,LATAM,android,9330,1700001278
80,1617,APAC,web,2442,1700003565
81,2314,APAC,android,2877,1700002840
82,1281,EU,ios,668,1700003211
83,1827,EU,android,15817,1700002377
84,1692,APAC,web,19790,1700002228
85,1503,NA,android,36723,1700001870
86,3878,LATAM,android,14421,1700001449
