id,customer_id,region,device,amount_cents,event_ts
1,1001,NA,ios,4623,1700001463
2,1164,EU,web,23688,1700000936
3,1404,NA,ios,2149,1700003479
4,1091,NA,web,22928,1700000662
5,1934,MEA,ios,2914,1700000444
6,1594,NA,web,9440,1700003341
7,2010,EU,ios,853,1700000395
8,85707,LATAM,web,15372,1700003613
9,6689,EU,android,8852,1700000490
10,1323,APAC,ios,25233,1700001212
11,2025,LATAM,ios,7720,1700002635
12,3965,EU,ios,15063,1700003270
13,1804,NA,web,2738,1700000858
14,2334,APAC,web,4445,1700001658
15,2137,APAC,web,15402,1700000774
16,3410,APAC,ios,2969,1700002873
17,1044,APAC,web,4004,1700002562
18,39577,NA,ios,2212,1700002744
19,1164,EU,web,5251,1700001440
20,1230,EU,web,12575,1700000928
21,4932,LATAM,web,6017,1700003312
22,3248,APAC,web,34298,1700002452
23,1248,MEA,web,19905,1700002459
24,3660,EU,web,1698,1700000632
25,4625,NA,ios,22800,1700002477
26,1784,APAC,android,1460,1700001273
27,6194,NA,web,1469,1700002443
28,23514,EU,ios,1487,1700003499
29,1007,NA,web,7979,1700001506
30,1010,EU,web,947,1700001370
31,4804,NA,ios,42809,1700001998
32,1707,NA,android,4852,1700001436
33,3884,EU,web,10774,1700001344
34,2243,NA,android,2935,1700000636
35,1202,LATAM,android,17088,1700002455
36,1200,NA,ios,5075,1700001068
37,2019,EU,android,2635,1700002024
38,1798,EU,web,1238,1700000549
39,1469,NA,android,9084,1700003728
40,1651,EU,ios,9142,1700002240
41,3710,MEA,web,8752,1700003441
42,1145,APAC,web,27694,1700003545
43,1113,APAC,android,2352,1700002538
44,1716,EU,android,30392,1700000676
45,1942,APAC,android,21568,1700003387
46,2233,EU,web,8362,1700001974
47,3757,EU,ios,2764,1700002670
48,1066,NA,android,7235,1700003099
49,1074,NA,web,17921,1700004213
50,1558,NA,android,21145,1700001364
51,1188,NA,android,22917,1700003357
52,3067,MEA,android,12519,1700001027
53,2637,LATAM,android,30989,1700000780
54,1641,NA,ios,9009,1700001765
55,1071,APAC,web,12281,1700001139
56,4007,APAC,web,8644,1700001564
57,1032,MEA,web,10784,1700004152
58,1517,APAC,ios,2205,1700001477
59,1211,NA,android,16441,1700003785
60,3787,MEA,ios,790,1700002210
61,1083,NA,web,6547,1700002733
62,1116,APAC,web,12391,1700002871
63,1821,EU,web,6528,1700002231
64,1134,APAC,ios,2922,1700001028
65,2200,NA,ios,4300,1700004145
66,5664,EU,web,6020,1700004359
67,1219,NA,ios,15080,1700001149
68,3882,EU,android,18690,1700003345
69,1970,APAC,android,3000,1700002281
70,13298,EU,web,13241,1700001692
71,1097,NA,web,19454,1700001786
72,4207,EU,web,4416,1700001777
73,22092,LATAM,web,4421,1700002924
74,5392,NA,android,7390,1700003601
75,1035,APAC,ios,37491,1700001536
76,2154,NA,ios,5299,1700001988
77,1202,NA,web,16498,1700002072
78,1055,EU,web,7447,1700003628
79,1510,LATAM,web,5213,1700002538
80,1169,EU,web,5117,1700002392
81,1405,EU,ios,8185,1700001907
82,1561,EU,web,1478,1700002232
83,14919,EU,android,3588,1700004586
84,1544,NA,ios,19648,1700004023
85,7978,MEA,web,769,1700003961
86,1549,NA,android,7106,1700001368
87,2049,NA,web,7503,1700001174
88,1022,EU,android,12604,1700001307
89,4759,APAC,android,3955,1700003954
90,1605,EU,android,10577,1700004469
91,1766,EU,android,6700,1700001660
92,1344,APAC,android,9279,1700003842
93,1450,NA,web,1091,1700004540
94,1675,NA,web,1148,1700002952
95,2598,NA,web,5785,1700003765
96,4211,NA,web,7109,1700003724
97,1464,NA,android,7133,1700002169
98,1363,EU,web,5547,1700003228
99,3365,APAC,android,1827,1700001665
100,1933,NA,web,14808,1700004846
101,1131,NA,web,12426,1700002709
102,1003,APAC,android,11375,1700002998
103,1097,NA,ios,5617,1700003112
104,3897,NA,ios,15921,1700004833
105,5624,NA,web,7081,1700004686
106,1262,NA,ios,12158,1700003950
107,1032,EU,ios,902,1700001934
108,10515,APAC,web,3213,1700001848
109,1006,APAC,web,8494,1700003301
110,1257,APAC,web,5581,1700001653
111,3150,EU,ios,14291,1700002295
112,1600,NA,web,1944,1700003922
113,2463,EU,android,2679,1700004925
114,1555,NA,ios,1494,1700003242
115,1035,MEA,web,7108,1700002796
116,1108,NA,web,7998,1700001762
117,3765,EU,web,5878,1700004101
118,3508,APAC,web,8718,1700004899
119,2130,LATAM,web,3362,1700002823
120,1348,NA,android,10796,1700005038
121,1021,LATAM,ios,359,1700004455
122,3536,EU,android,10126,1700003806
123,1167,APAC,ios,6792,1700002458
124,3109,EU,ios,6221,1700002023
125,1441,NA,web,18937,1700001706
126,1524,APAC,android,2205,1700003766
127,1090,NA,web,2075,1700002050
128,1534,LATAM,android,12422,1700002001
129,2453,NA,web,1721,1700004450
130,3014,APAC,web,4463,1700004229
131,2941,LATAM,android,7640,1700002262
132,1923,APAC,ios,8170,1700004163
133,1299,NA,ios,6642,1700002525
134,1357,EU,ios,5509,1700003560
135,4940,EU,android,12336,1700004957
136,1602,MEA,ios,4466,1700003958
137,5192,EU,ios,27660,1700004252
138,16078,NA,web,3787,1700003005
139,1040,APAC,web,6864,1700004036
140,1121,NA,android,17280,1700002907
141,1350,EU,web,12269,1700004805
142,1016,NA,ios,14964,1700004751
143,1451,APAC,web,4381,1700004593
144,1093,APAC,web,3706,1700004646
145,1639,NA,web,7372,1700004911
146,14411,APAC,android,8452,1700003284
147,1050,NA,ios,5209,1700002728
148,1745,APAC,web,905,1700002311
149,1101,NA,web,4712,1700003695
150,1133,EU,ios,4382,1700004392
151,1575,EU,web,5502,1700003220
152,1158,EU,android,10327,1700003178
153,1459,LATAM,web,2492,1700004022
154,1251,NA,ios,4597,1700005107
155,1770,APAC,android,15492,1700004255
156,1546,NA,android,6040,1700004182
157,1324,LATAM,android,3402,1700003956
158,1393,APAC,web,15759,1700003521
159,2633,APAC,android,15313,1700002140
160,1036,LATAM,web,5658,1700005374
161,1994,APAC,web,5925,1700005487
162,2797,EU,android,3361,1700002845
163,1026,NA,ios,3985,1700005512
164,2413,APAC,web,2902,1700002918
165,1215,NA,android,2502,1700005620
166,1326,NA,web,11061,1700002630
167,10697,EU,ios,22921,1700002964
168,1273,APAC,ios,2959,1700003342
169,1158,EU,web,2530,1700002986
170,1799,EU,android,8222,1700003721
171,1107,NA,web,13005,1700005160
172,1079,EU,ios,2215,1700004768
173,1451,APAC,web,3619,1700005058
174,1495,NA,web,9960,1700004377
175,1024,LATAM,web,7873,1700004980
176,2603,APAC,web,3314,1700005508
177,1129,EU,web,3332,1700005225
178,1520,NA,web,20791,1700003513
179,2649,LATAM,android,4414,1700002722
180,1033,NA,web,19245,1700003963
181,6037,APAC,android,2509,1700002751
182,1606,NA,android,8066,1700003902
183,5744,LATAM,android,5389,1700003872
184,1940,NA,ios,7005,1700003464
185,2911,LATAM,android,7527,1700005193
186,1493,APAC,android,2367,1700005697
187,1409,EU,android,15710,1700002976
188,3561,EU,ios,6007,1700004731
189,30407,NA,web,816,1700002865
190,2348,NA,ios,3128,1700005494
191,1530,EU,web,9801,1700002662
192,3597,APAC,android,2419,1700005566
193,1598,EU,web,4334,1700005028
194,1724,EU,android,7063,1700004065
195,1079,NA,web,9270,1700002655
196,3065,NA,ios,4017,1700003153
197,3003,LATAM,android,6327,1700004116
198,1495,NA,android,3846,1700005335
199,1561,NA,ios,17206,1700002881
200,1538,LATAM,android,1767,1700003849
201,2477,EU,web,18778,1700005574
202,6199,NA,android,1743,1700004652
203,1044,APAC,android,13791,1700003531
204,3653,NA,ios,2789,1700005997
205,1684,EU,web,4697,1700003640
206,1132,EU,web,1863,1700005169
207,1115,LATAM,web,5370,1700003030
208,1204,EU,android,10561,1700003670
209,1531,APAC,android,2182,1700003175
210,1065,LATAM,ios,1378,1700003060
211,1744,EU,ios,9608,1700003763
212,3240,NA,web,4985,1700005315
213,1253,LATAM,ios,6705,1700005188
214,1097,MEA,android,13555,1700005232
215,1617,APAC,android,17442,1700003815
216,2160,NA,web,5813,1700003287
217,1368,EU,web,6357,1700004285
218,4433,NA,web,9230,1700005241
219,1171,APAC,web,5103,1700006279
220,3342,NA,android,3384,1700004631
221,1560,NA,android,58071,1700005299
222,3379,APAC,android,6087,1700003124
223,1354,EU,android,5949,1700003889
224,1754,NA,ios,6315,1700006303
225,1085,APAC,android,3614,1700005942
226,2379,MEA,android,4849,1700004762
227,7325,EU,web,16477,1700004509
228,1838,EU,ios,12584,1700004872
229,1392,APAC,ios,18113,1700004515
230,2872,NA,android,4926,1700003682
231,1024,APAC,web,21587,1700005396
232,6345,EU,web,2015,1700004046
233,1685,EU,ios,5856,1700003229
234,9885,NA,ios,1729,1700005681
235,2880,NA,android,5359,1700006260
236,4654,NA,ios,3988,1700004604
237,1566,NA,android,5241,1700003404
238,5648,NA,android,6499,1700005178
239,2032,LATAM,web,14288,1700004159
240,1420,EU,ios,1442,1700006123
241,3215,NA,android,50152,1700005612
242,1102,NA,ios,31237,1700005876
243,2153,NA,android,5643,1700006527
244,2165,LATAM,web,8591,1700004671
245,18640,NA,android,23750,1700003806
246,5781,NA,web,3493,1700005222
247,1879,APAC,web,3678,1700005783
248,1078,EU,ios,5732,1700003694
249,1600,NA,web,5208,1700004549
250,4447,EU,android,2288,1700003762
251,1048,NA,android,5332,1700003545
252,1119,NA,android,75264,1700005481
253,1495,NA,web,17060,1700005264
254,1310,NA,android,727,1700004675
255,2007,LATAM,web,11688,1700005285
256,1080,EU,android,12211,1700004673
257,3979,NA,web,9912,1700006079
258,1969,NA,android,6350,1700004270
259,1303,NA,ios,1918,1700004144
260,2126,APAC,android,7287,1700005658
261,1922,EU,web,24094,1700005822
262,1628,NA,ios,1364,1700006504
263,1163,NA,web,7710,1700004143
264,18003,EU,android,6475,1700004512
265,1752,LATAM,android,4866,1700005051
266,2364,EU,ios,14692,1700006027
267,1535,NA,web,4993,1700006701
268,1550,MEA,android,2723,1700005364
269,2341,NA,web,1589,1700004342
270,6806,APAC,web,8404,1700007106
271,1051,NA,android,26687,1700004887
272,1052,APAC,android,8719,1700005542
273,1299,EU,web,2693,1700003634
274,1210,EU,web,10054,1700005131
275,1223,NA,web,15544,1700005849
276,1206,NA,android,1490,1700004187
277,2493,NA,ios,3731,1700004073
278,2046,APAC,ios,5237,1700005484
279,4675,MEA,android,13798,1700004039
280,1972,EU,web,6089,1700006584
281,1901,NA,web,27952,1700005552
282,1027,NA,android,12044,1700006117
